OID_;ID;ADRCD;SUBCD;LandID;Land;BezirkID;Bezirk;ArtLang;NameLang;Plz;Ort;Strasse;Hnr;Telefon;IntVorwahl;NatVorwahl;TelefonNummer;Durchwahl;FaxDurchwahl;EMailAdresse;X;Y
316;167;6448904;001;3;Niederösterreich;315;Melk;Polizeiinspektion;Pöggstall;3650;Pöggstall;Sparkassenstraße;38;+43 59133 3143 100;+43;59133;3143;100;109;PI-N-Poeggstall@polizei.gv.at;15,206620220000000;48,316574099999997
317;170;6453407;001;3;Niederösterreich;315;Melk;Polizeiinspektion;Ybbs an der Donau;3370;Ybbs an der Donau;Bahnhofstraße;10;+43 59133 3145 100;+43;59133;3145;100;109;PI-N-Ybbs-an-der-Donau@polizei.gv.at;15,083804519999999;48,174199999999999
318;171;6458228;001;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Bernhardsthal;2275;Bernhardsthal;Hauptstraße;65;+43 59133 3261 100;+43;59133;3261;100;109;PI-N-Bernhardsthal@polizei.gv.at;16,869421010000000;48,691734320000002
319;172;6460269;001;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Drasenhofen;2165;Drasenhofen;Gendarmeriestraße;4;+43 59133 3262 100;+43;59133;3262;100;109;PI-N-Drasenhofen@polizei.gv.at;16,647064000000000;48,753233109999996
320;175;6462098;001;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Gaweinstal;2191;Gaweinstal;Hauptplatz;17;+43 59133 3264 100;+43;59133;3264;100;109;PI-N-Gaweinstal@polizei.gv.at;16,590463570000001;48,477555680000002
321;178;6471256;002;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Laa an der Thaya;2136;Laa an der Thaya;Eichamtsstrasse;36;+43 59133 3268 100;+43;59133;3268;100;109;PI-N-Laa-an-der-Thaya@polizei.gv.at;16,382715180000002;48,717866639999997
322;180;7304160;001;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Ladendorf;2126;Ladendorf;Kardinal-Franz-König-Straße;1;+43 59133 3271 100;+43;59133;3271;100;109;PI-N-Ladendorf@polizei.gv.at;16,492650990000001;48,535030370000001
323;181;6475770;001;3;Niederösterreich;316;Mistelbach;Bezirkspolizeikommando;Mistelbach;2130;Mistelbach;Oberhoferstraße;29;+43 59133 3260 305;+43;59133;3260;305;309;BPK-N-Mistelbach@polizei.gv.at;16,571407140000002;48,573361140000003
324;183;6482467;001;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Poysdorf;2170;Poysdorf;Wiener Straße;1;+43 59133 3272 100;+43;59133;3272;100;109;PI-N-Poysdorf@polizei.gv.at;16,628530510000001;48,667602539999997
325;185;6484579;001;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Staatz;2134;Staatz;Neudorfer Straße;9;+43 59133 3275 100;+43;59133;3275;100;109;PI-N-Staatz@polizei.gv.at;16,485992440000000;48,676109320000002
326;188;7246452;001;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Wolkersdorf;2120;Wolkersdorf im Weinviertel;Winzerstraße;9;+43 59133 3278 100;+43;59133;3278;100;109;PI-N-Wolkersdorf@polizei.gv.at;16,506647120000000;48,376396180000000
327;189;7045917;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Breitenfurt bei Wien;2384;Breitenfurt bei Wien;Hauptstraße;109a;+43 59133 3331 100;+43;59133;3331;100;109;PI-N-Breitenfurt@polizei.gv.at;16,194783670000000;48,136000510000002
328;190;7220020;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Brunn am Gebirge;2345;Brunn am Gebirge;Alexander-Groß-Gasse;69;+43 59133 3332 100;+43;59133;3332;100;109;PI-N-Brunn-am-Gebirge@polizei.gv.at;16,284723289999999;48,111305240000000
329;192;6499351;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Gumpoldskirchen;2352;Gumpoldskirchen;Rosalienweg;34;+43 59133 3334 100;+43;59133;3334;100;109;PI-N-Gumpoldskirchen@polizei.gv.at;16,290038719999998;48,036010419999997
330;193;7430291;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Guntramsdorf;2353;Guntramsdorf;Rathaus Viertel;1;+43 59133 3335 100;+43;59133;3335;100;109;PI-N-Guntramsdorf@polizei.gv.at;16,312927450000000;48,049117809999998
331;194;7262386;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Hinterbrühl;2371;Hinterbrühl;Eichbergstraße;5a;+43 59133 3336 100;+43;59133;3336;100;109;PI-N-Hinterbruehl@polizei.gv.at;16,239498139999998;48,087150579999999
332;195;7045927;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Laxenburg;2361;Laxenburg;Guntramsdorfer Straße;7;+43 59133 3338 100;+43;59133;3338;100;109;PI-N-Laxenburg@polizei.gv.at;16,352325449999999;48,064903260000001
333;196;6505866;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Maria Enzersdorf;2344;Maria Enzersdorf;Liechtensteinstraße;21;+43 59133 3339 100;+43;59133;3339;100;109;PI-N-Maria-Enzersdorf@polizei.gv.at;16,281038290000001;48,099155430000003
334;197;6507995;001;3;Niederösterreich;317;Mödling;Bezirkspolizeikommando;Mödling;2340;Mödling;Klostergasse;4;+43 59133 3330 305;+43;59133;3330;305;309;BPK-N-Moedling@polizei.gv.at;16,287636440000000;48,086412129999999
335;199;6513245;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Perchtoldsdorf;2380;Perchtoldsdorf;Marktplatz;23;+43 59133 3342 100;+43;59133;3342;100;109;PI-N-Perchtoldsdorf@polizei.gv.at;16,266368870000001;48,117881779999998
336;200;7045930;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Vösendorf;2331;Vösendorf;Schönbrunner Allee;81;+43 59133 3343 100;+43;59133;3343;100;109;PI-N-Voesendorf@polizei.gv.at;16,328578459999999;48,125418359999998
337;201;6516813;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Wiener Neudorf;2351;Wiener Neudorf;Hauptstraße;64;+43 59133 3344 100;+43;59133;3344;100;109;PI-N-Wiener-Neudorf@polizei.gv.at;16,322870970000000;48,084443170000000
338;202;6518877;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Aspang;2870;Aspang-Markt;Hauptplatz;5;+43 59133 3351 100;+43;59133;3351;100;109;PI-N-Aspang@polizei.gv.at;16,090524330000001;47,554124209999998
339;203;6523641;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Gloggnitz;2640;Gloggnitz;Wiener Straße;2;+43 59133 3352 100;+43;59133;3352;100;109;PI-N-Gloggnitz@polizei.gv.at;15,939468630000000;47,675253030000000
340;204;7045921;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Grimmenstein;2840;Grimmenstein;Wechsel Bundesstraße;62;+43 59133 3353 100;+43;59133;3353;100;109;PI-N-Grimmenstein@polizei.gv.at;16,127431880000000;47,617469790000001
341;205;6526266;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Kirchberg am Wechsel;2880;Kirchberg am Wechsel;Markt;235;+43 59133 3354 100;+43;59133;3354;100;109;PI-N-Kirchberg-am-Wechsel@polizei.gv.at;15,993972299999999;47,608783400000000
342;206;7333793;001;3;Niederösterreich;318;Neunkirchen;Bezirkspolizeikommando;Neunkirchen;2620;Neunkirchen;Urbangasse;8;+43 59133 3350 305;+43;59133;3350;305;309;BPK-N-Neunkirchen@polizei.gv.at;16,078276779999999;47,723066709999998
343;208;6544938;001;3;Niederösterreich;318;Neunkirchen;Autobahnpolizeiinspektion;Warth;2840;Petersbaumgarten;Kulmriegelweg;2;+43 59133 3362 100;+43;59133;3362;100;209;API-N-Warth@polizei.gv.at;16,130437860000001;47,636169440000003
344;210;6534530;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Reichenau an der Rax;2651;Reichenau an der Rax;Hauptstraße;79;+43 59133 3356 100;+43;59133;3356;100;109;PI-N-Reichenau-an-der-Rax@polizei.gv.at;15,839131330000001;47,697265129999998
345;211;7357987;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Schwarzau am Steinfelde;2625;Schwarzau am Steinfelde;Dammstraße;415;+43 59133 3357 100;+43;59133;3357;100;109;PI-N-Schwarzau-am-Steinfeld@polizei.gv.at;16,173707969999999;47,732910160000003
346;212;6539432;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Semmering;2680;Semmering;Hochstraße;18;+43 59133 3359 100;+43;59133;3359;100;109;PI-N-Semmering@polizei.gv.at;15,829670910000001;47,634902959999998
347;213;7228755;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Ternitz;2630;Ternitz;F.Samwald-Str.;123;+43 59133 3361 100;+43;59133;3361;100;109;PI-N-Ternitz@polizei.gv.at;16,022145829999999;47,706982879999998
348;214;6545960;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Willendorf;2732;Willendorf;Puchberger Straße;40;+43 59133 3363 100;+43;59133;3363;100;109;PI-N-Willendorf@polizei.gv.at;16,052699839999999;47,790581250000002
349;215;6580088;001;3;Niederösterreich;320;Scheibbs;Polizeiinspektion;Gaming;3292;Gaming;Im Markt;3;+43 59133 3151 100;+43;59133;3151;100;109;PI-N-Gaming@polizei.gv.at;15,087199220000000;47,928630830000003
350;216;6582074;001;3;Niederösterreich;320;Scheibbs;Polizeiinspektion;Gresten;3264;Gresten;Schulstraße;3;+43 59133 3153 100;+43;59133;3153;100;109;PI-N-Gresten@polizei.gv.at;15,027505880000000;47,985791290000002
351;217;7045936;001;3;Niederösterreich;320;Scheibbs;Polizeiinspektion;Lunz am See;3293;Lunz am See;Schulstraße;13;+43 59133 3154 100;+43;59133;3154;100;109;PI-N-Lunz-am-See@polizei.gv.at;15,031720950000000;47,862312639999999
352;218;6584732;001;3;Niederösterreich;320;Scheibbs;Polizeiinspektion;Purgstall an der Erlauf;3251;Purgstall an der Erlauf;Hochrießer Straße;48;+43 59133 3155 100;+43;59133;3155;100;109;PI-N-Purgstall-an-der-Erlauf@polizei.gv.at;15,140286450000000;48,063812259999999
353;219;6587648;001;3;Niederösterreich;320;Scheibbs;Bezirkspolizeikommando;Scheibbs;3270;Scheibbs;Erlaufpromenade;8-10;+43 59133 3150 305;+43;59133;3150;305;309;BPK-N-Scheibbs@polizei.gv.at;15,165288929999999;48,005523689999997
354;221;7212074;001;3;Niederösterreich;320;Scheibbs;Polizeiinspektion;Wieselburg an der Erlauf;3250;Wieselburg an der Erlauf;Wiener Straße;3;+43 59133 3157 100;+43;59133;3157;100;109;PI-N-Wieselburg@polizei.gv.at;15,139886600000001;48,132765530000000
355;226;7537343;000;3;Niederösterreich;302;Sankt Pölten (Stadt);Landespolizeidirektion;Niederösterreich;3100;Sankt Pölten;Neue Herrengasse;15;+43 59133 30;+43;59133;30;;;LPD-N@polizei.gv.at;15,632296530000000;48,199157589999999
356;233;7474017;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Böheimkirchen;3071;Böheimkirchen;Schubertgasse;1;+43 59133 3163 100;+43;59133;3163;100;109;PI-N-Boeheimkirchen@polizei.gv.at;15,756792839999999;48,198189050000003
357;235;7327062;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Herzogenburg;3130;Herzogenburg;Hainer Straße;21;+43 59133 3165 100;+43;59133;3165;100;109;PI-N-Herzogenburg@polizei.gv.at;15,690475120000000;48,279464050000001
358;236;6561812;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Kirchberg an der Pielach;3204;Kirchberg an der Pielach;St.-Pöltner-Straße;18;+43 59133 3167 100;+43;59133;3167;100;109;PI-N-Kirchberg-an-der-Pielach@polizei.gv.at;15,432798390000000;48,025367740000000
359;239;7190362;001;3;Niederösterreich;319;Sankt Pölten (Land);Bezirkspolizeikommando;Sankt Pölten;3200;Obergrafendorf;Hauptplatz;4;+43 59133 3160 305;+43;59133;3160;305;309;BPK-N-St-Poelten-Land@polizei.gv.at;15,544382100000000;48,150188450000002
360;240;6571457;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Prinzersdorf;3385;Prinzersdorf;Linzer Straße;23;+43 59133 3171 100;+43;59133;3171;100;109;PI-N-Prinzersdorf@polizei.gv.at;15,511961260000000;48,201166760000000
361;241;7335211;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Pyhra;3143;Pyhra;Hauptstraße;16a;+43 59133 3172 100;+43;59133;3172;100;109;PI-N-Pyhra@polizei.gv.at;15,685847530000000;48,158151130000000
362;242;6573026;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Rabenstein an der Pielach;3203;Rabenstein an der Pielach;Marktplatz;7;+43 59133 3173 100;+43;59133;3173;100;109;PI-N-Rabenstein-an-der-Pielach@polizei.gv.at;15,465475090000000;48,065078739999997
363;244;7603391;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Traismauer;3133;Traismauer;Zur Donau;2;+43 59133 3176 100;+43;59133;3176;100;109;PI-N-Traismauer@polizei.gv.at;15,744570169999999;48,351233860000001
364;245;7335334;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Wilhelmsburg;3150;Wilhelmsburg;Färbergasse;32;+43 59133 3177 100;+43;59133;3177;100;109;PI-N-Wilhelmsburg@polizei.gv.at;15,599596620000000;48,103302739999997
365;246;7334656;001;3;Niederösterreich;321;Tulln;Polizeiinspektion;Atzenbrugg;3452;Atzenbrugg;Wachauer Straße;5a;+43 59133 3282 100;+43;59133;3282;100;109;PI-N-Atzenbrugg@polizei.gv.at;15,904188930000000;48,291706370000000
366;248;6595406;001;3;Niederösterreich;321;Tulln;Polizeiinspektion;Großweikersdorf;3701;Großweikersdorf;Hauptplatz;16;+43 59133 3284 100;+43;59133;3284;100;109;PI-N-Grossweikersdorf@polizei.gv.at;15,982033740000000;48,472568520000003
367;249;6597457;001;3;Niederösterreich;321;Tulln;Polizeiinspektion;Kirchberg am Wagram;3470;Kirchberg am Wagram;Marktplatz;27;+43 59133 3285 100;+43;59133;3285;100;109;PI-N-Kirchberg-am-Wagram@polizei.gv.at;15,898199090000000;48,434333809999998
368;250;6599060;004;3;Niederösterreich;321;Tulln;Polizeiinspektion;Königstetten;3433;Königstetten;Hauptplatz;2;+43 59133 3286 100;+43;59133;3286;100;109;PI-N-Koenigstetten@polizei.gv.at;16,145745529999999;48,301307389999998
369;251;6602316;001;3;Niederösterreich;321;Tulln;Polizeiinspektion;Sieghartskirchen;3443;Sieghartskirchen;Preßbaumer Straße;42;+43 59133 3287 100;+43;59133;3287;100;109;PI-N-Sieghartskirchen@polizei.gv.at;16,013423929999998;48,250434880000000
370;252;6615863;001;3;Niederösterreich;321;Tulln;Polizeiinspektion;Sankt Andrä-Wördern;3423;Sankt Andrä-Wördern;Greifensteiner Straße;20;+43 59133 3288 100;+43;59133;3288;100;109;PI-N-St-Andrae-Woerdern@polizei.gv.at;16,210361490000000;48,322948459999999
371;253;7190162;001;3;Niederösterreich;321;Tulln;Bezirkspolizeikommando;Tulln;3430;Tulln;Albrechtsgasse;26-28;+43 59133 3280 305;+43;59133;3280;305;309;BPK-N-Tulln@polizei.gv.at;16,050691369999999;48,332676429999999
372;1189;6795313;001;9;Wien;902;Wien Leopoldstadt;Polizeiinspektion;Wien-Handelskai-Wasserpolizei;1020;Wien;Handelskai;267;+43 1 31310 63397;+43;1;31310;63397;;PI-W-02-Handelskai@polizei.gv.at;16,409511569999999;48,222907589999998
373;1190;7256022;001;9;Wien;902;Wien Leopoldstadt;Polizeiinspektion;Wien-Leopoldsgasse;1020;Wien;Leopoldsgasse;18;+43 1 31310 63331;+43;1;31310;63331;;PI-W-02-Leopoldsgasse@polizei.gv.at;16,376430520000000;48,219615939999997
374;1191;6794423;001;9;Wien;902;Wien Leopoldstadt;Polizeiinspektion;Wien-Ausstellungsstraße;1020;Wien;Ausstellungsstraße;44;+43 1 31310 63310;+43;1;31310;63310;;PI-W-02-Ausstellungsstrasse@polizei.gv.at;16,405357370000001;48,217632299999998
375;1192;6797209;001;9;Wien;902;Wien Leopoldstadt;Polizeiinspektion;Wien-Tempelgasse;1020;Wien;Tempelgasse;5a;+43 1 31310 63371;+43;1;31310;63371;;PI-W-02-Tempelgasse@polizei.gv.at;16,385154730000000;48,213573459999999
376;1194;6801721;001;9;Wien;903;Wien Landstraße;Stadtpolizeikommando;Wien-3;1030;Wien;Juchgasse;19;+43 1 31310 58201;+43;1;31310;58201;58209;SPK-W-03-Kommando@polizei.gv.at;16,393672420000001;48,196572170000003
377;1195;6801048;001;9;Wien;903;Wien Landstraße;Polizeiinspektion;Wien-Fiakerplatz;1030;Wien;Fiakerplatz;4;+43 1 71722 58311;+43;1;71722;58311;;PI-W-03-Fiakerplatz@polizei.gv.at;16,404323590000001;48,196277619999996
378;1197;6801721;001;9;Wien;903;Wien Landstraße;Polizeiinspektion;Wien-Juchgasse;1030;Wien;Juchgasse;19;+43 1 71722 58251;+43;1;71722;58251;;PI-W-03-Juchgasse@polizei.gv.at;16,393672420000001;48,196572170000003
379;1199;6805902;001;9;Wien;904;Wien Wieden;Polizeiinspektion;Wien-Taubstummengasse;1040;Wien;Taubstummengasse;11;+43 1 31310 55361;+43;1;31310;55361;;PI-W-04-Taubstummengasse@polizei.gv.at;16,371164329999999;48,194980620000003
380;1201;6808309;001;9;Wien;905;Wien Margareten;Stadtpolizeikommando;Wien-4,5,6;1050;Wien;Viktor-Christ-Gasse;19;+43 1 31310 55201;+43;1;31310;55201;55209;SPK-W-05-Kommando@polizei.gv.at;16,357719430000000;48,188144690000001
381;1202;6808309;001;9;Wien;905;Wien Margareten;Polizeiinspektion;Wien-Viktor-Christ-Gasse;1050;Wien;Viktor-Christ-Gasse;19;+43 1 31310 55371;+43;1;31310;55371;;PI-W-05-Viktor-Christ-Gasse@polizei.gv.at;16,357719430000000;48,188144690000001
382;1203;6807868;001;9;Wien;905;Wien Margareten;Polizeiinspektion;Wien-Schönbrunner Straße;1050;Wien;Schönbrunner Straße;34;+43 1 31310 55331;+43;1;31310;55331;;PI-W-05-Schoenbrunner-Strasse@polizei.gv.at;16,357138110000001;48,192673880000001
383;1205;6809281;001;9;Wien;906;Wien Mariahilf;Polizeiinspektion;Wien-Kopernikusgasse;1060;Wien;Kopernikusgasse;1;+43 1 31310 55311;+43;1;31310;55311;;PI-W-06-Kopernikusgasse@polizei.gv.at;16,353014859999998;48,197072040000002
384;1206;6810075;001;9;Wien;906;Wien Mariahilf;Polizeiinspektion;Wien-Stumpergasse;1060;Wien;Stumpergasse;42;+43 1 31310 55351;+43;1;31310;55351;;PI-W-06-Stumpergasse@polizei.gv.at;16,344177179999999;48,194409610000001
385;1207;6810790;001;9;Wien;907;Wien Neubau;Polizeiinspektion;Wien-Kandlgasse;1070;Wien;Kandlgasse;4;+43 1 31310 22351;+43;1;31310;22351;;PI-W-07-Kandlgasse@polizei.gv.at;16,346333049999998;48,202873940000003
386;1208;6811707;001;9;Wien;907;Wien Neubau;Polizeiinspektion;Wien-Stiftgasse;1070;Wien;Stiftgasse;2a;+43 1 31310 22381;+43;1;31310;22381;;PI-W-07-Stiftgasse@polizei.gv.at;16,355100640000000;48,201934819999998
387;1209;6811772;001;9;Wien;907;Wien Neubau;Polizeiinspektion;Wien-Urban-Loritz-Platz;1070;Wien;Urban-Loritz-Platz;7;+43 1 31310 22391;+43;1;31310;22391;;PI-W-07-Urban-Loritz-Platz@polizei.gv.at;16,338975489999999;48,201628690000000
388;1210;6812389;001;9;Wien;908;Wien Josefstadt;Stadtpolizeikommando;Wien-7,8,9;1080;Wien;Fuhrmannsgasse;5;+43 1 31310 22201;+43;1;31310;22201;22209;SPK-W-08-Kommando@polizei.gv.at;16,347961430000002;48,210464479999999
389;1211;6812389;001;9;Wien;908;Wien Josefstadt;Polizeiinspektion;Wien-Fuhrmannsgasse;1080;Wien;Fuhrmannsgasse;5;+43 1 31310 22321;+43;1;31310;22321;;PI-W-08-Fuhrmannsgasse@polizei.gv.at;16,347961430000002;48,210464479999999
390;1212;6812424;001;9;Wien;908;Wien Josefstadt;Polizeiinspektion;Wien-Hernalser Gürtel;1080;Wien;Hernalser Gürtel;6-12;+43 1 31310 22331;+43;1;31310;22331;;PI-W-08-Hernalser-Guertel@polizei.gv.at;16,340679179999999;48,213596350000003
391;1213;6813636;001;9;Wien;909;Wien Alsergrund;Polizeiinspektion;Wien-Boltzmanngasse;1090;Wien;Boltzmanngasse;20;+43 1 31310 22311;+43;1;31310;22311;;PI-W-09-Boltzmanngasse@polizei.gv.at;16,356552130000001;48,223655700000002
392;1216;6814686;001;9;Wien;909;Wien Alsergrund;Polizeiinspektion;Wien-Otto-Wagner-Platz;1090;Wien;Otto-Wagner-Platz;4;+43 1 31310 22371;+43;1;31310;22371;;PI-W-09-Otto-Wagner-Platz@polizei.gv.at;16,355371349999999;48,215931540000000
393;1218;6825970;002;9;Wien;910;Wien Favoriten;Polizeiinspektion;Wien-Van-der-Nüll-Gasse;1100;Wien;Van-der-Nüll-Gasse;11;+43 1 31310 56370;+43;1;31310;56370;;PI-W-10-Van-der-Nuell-Gasse@polizei.gv.at;16,369855099999999;48,179033560000001
394;1219;6827180;001;9;Wien;910;Wien Favoriten;Polizeiinspektion;Wien-Ada-Christen-Gasse;1100;Wien;Ada-Christen-Gasse;2;+43 1 31310 56311;+43;1;31310;56311;;PI-W-10-Ada-Christen-Gasse@polizei.gv.at;16,382872710000001;48,150506669999999
395;1220;6817757;001;9;Wien;910;Wien Favoriten;Polizeiinspektion;Wien-Favoritenstraße;1100;Wien;Favoritenstraße;211;+43 1 31310 56321;+43;1;31310;56321;;PI-W-10-Favoritenstrasse@polizei.gv.at;16,382772450000001;48,163795469999997
396;1221;6826473;007;9;Wien;910;Wien Favoriten;Polizeiinspektion;Wien-Zohmanngasse;1100;Wien;Zohmanngasse;10;+43 1 31310 56331;+43;1;31310;56331;;PI-W-10-Zohmanngasse@polizei.gv.at;16,363260279999999;48,169807440000000
397;1222;6820217;001;9;Wien;910;Wien Favoriten;Polizeiinspektion;Wien-Keplergasse;1100;Wien;Keplergasse;10;+43 1 31310 56341;+43;1;31310;56341;;PI-W-10-Keplergasse@polizei.gv.at;16,377012260000001;48,179431919999999
398;1223;6824888;001;9;Wien;910;Wien Favoriten;Polizeiinspektion;Wien-Sibeliusgasse;1100;Wien;Sibeliusgasse;8;+43 1 31310 56361;+43;1;31310;56361;;PI-W-10-Sibeliusstrasse@polizei.gv.at;16,362270360000000;48,159496310000002
399;1224;7479221;001;9;Wien;910;Wien Favoriten;Polizeiinspektion;Wien-Hauptbahnhof;1100;Wien;Am Hauptbahnhof;2;+43 1 31310 56350;+43;1;31310;56350;56359;PI-W-10-Hauptbahnhof@polizei.gv.at;16,377328920000000;48,183971589999999
400;1225;6833120;001;9;Wien;911;Wien Simmering;Stadtpolizeikommando;Wien-11;1110;Wien;Enkplatz;3;+43 1 31310 69201;+43;1;31310;69201;69209;SPK-W-11-Kommando@polizei.gv.at;16,413171250000001;48,175372940000003
401;1226;6835666;001;9;Wien;911;Wien Simmering;Polizeiinspektion;Wien-Sedlitzkygasse;1110;Wien;Sedlitzkygasse;27;+43 1 31310 69331;+43;1;31310;69331;;PI-W-11-Sedlitzkygasse@polizei.gv.at;16,413200000000000;48,175173340000001
402;1227;6834230;001;9;Wien;911;Wien Simmering;Polizeiinspektion;Wien-Kaiser-Ebersdorfer-Straße;1110;Wien;Kaiser-Ebersdorfer-Straße;290;+43 1 31310 69311;+43;1;31310;69311;;PI-W-11-Kaiserebersdorfer-Strasse@polizei.gv.at;16,464277270000000;48,159900669999999
403;1228;6835925;001;9;Wien;911;Wien Simmering;Polizeiinspektion;Wien-Simmeringer Hauptstraße;1110;Wien;Simmeringer Hauptstraße;164;+43 1 31310 69341;+43;1;31310;69341;;PI-W-11-Simmeringer-Hauptstrasse@polizei.gv.at;16,424491889999999;48,165870669999997
404;1229;6836753;001;9;Wien;911;Wien Simmering;Polizeiinspektion;Wien-Sängergasse;1110;Wien;Sängergasse;11;+43 1 31310 69321;+43;1;31310;69321;;PI-W-11-Saengergasse@polizei.gv.at;16,469833380000001;48,152736670000003
405;1230;7371990;001;9;Wien;912;Wien Meidling;Stadtpolizeikommando;Wien-12,13;1120;Wien;Hohenbergstraße;1;+43 1 31310 45201;+43;1;31310;45201;45209;SPK-W-12-Kommando@polizei.gv.at;16,324532820000002;48,174261370000004
406;1231;6842355;001;9;Wien;912;Wien Meidling;Polizeiinspektion;Wien-Hufelandgasse;1120;Wien;Hufelandgasse;4;+43 1 31310 45351;+43;1;31310;45351;;PI-W-12-Hufelandgasse@polizei.gv.at;16,328801909999999;48,182571729999999
